score,url_path,cluster,slug,meta_broken,no_leadAnswerBlock,no_snippetBlocks,no_isTldr,title_over_budget,what_to_fix
2,/prompt-engineering/prompt-building-blocks,prompt-engineering,prompt-building-blocks,0,0,1,0,0,add snippetBlocks (1)
2,/prompt-engineering/prompt-engineering-history,prompt-engineering,prompt-engineering-history,0,0,1,0,0,add snippetBlocks (1)
2,/prompt-engineering/prompt-with-images,prompt-engineering,prompt-with-images,0,0,1,0,0,add snippetBlocks (1)
2,/prompt-engineering/rtf-framework,prompt-engineering,rtf-framework,0,0,1,0,0,add snippetBlocks (1)
2,/prompt-engineering/self-consistency-prompting,prompt-engineering,self-consistency-prompting,0,0,1,0,0,add snippetBlocks (1)
2,/prompt-engineering/single-prompt-method,prompt-engineering,single-prompt-method,0,0,1,0,0,add snippetBlocks (1)
2,/prompt-engineering/teaching-with-ai,prompt-engineering,teaching-with-ai,0,0,1,0,0,add snippetBlocks (1)
2,/prompt-engineering/tokens-costs-limits,prompt-engineering,tokens-costs-limits,0,0,1,0,0,add snippetBlocks (1)
2,/prompt-engineering/trace-framework,prompt-engineering,trace-framework,0,0,1,0,0,add snippetBlocks (1)
2,/prompt-engineering/write-better-code-with-ai,prompt-engineering,write-better-code-with-ai,0,0,1,0,0,add snippetBlocks (1)
2,/smart-home/best-local-security-cameras-2027,smart-home,best-local-security-cameras-2027,0,0,0,0,2,shorten seoTitle (2 locales over budget)
2,/smart-home/frigate-nvr-home-assistant-setup,smart-home,frigate-nvr-home-assistant-setup,0,0,0,0,2,shorten seoTitle (2 locales over budget)
2,/smart-home/home-assistant-energy-dashboard-guide,smart-home,home-assistant-energy-dashboard-guide,0,0,0,0,2,shorten seoTitle (2 locales over budget)
2,/smart-home/home-assistant-getting-started,smart-home,home-assistant-getting-started,0,0,0,0,2,shorten seoTitle (2 locales over budget)
2,/smart-home/home-assistant-ollama-integration,smart-home,home-assistant-ollama-integration,0,0,0,0,2,shorten seoTitle (2 locales over budget)
2,/smart-home/matter-solar-inverter-heat-pump-integration,smart-home,matter-solar-inverter-heat-pump-integration,0,0,0,0,2,shorten seoTitle (2 locales over budget)
2,/smart-home/nvidia-jetson-orin-nano-smart-home-review,smart-home,nvidia-jetson-orin-nano-smart-home-review,0,0,0,0,2,shorten seoTitle (2 locales over budget)
2,/smart-home/reducing-llm-hallucinations-home-automation,smart-home,reducing-llm-hallucinations-home-automation,0,0,0,0,2,shorten seoTitle (2 locales over budget)
2,/smart-home/smart-home-for-beginners-where-to-start,smart-home,smart-home-for-beginners-where-to-start,0,0,0,0,2,shorten seoTitle (2 locales over budget)
2,/smart-home/what-is-a-smart-home,smart-home,what-is-a-smart-home,0,0,0,0,2,shorten seoTitle (2 locales over budget)
1,/balcony-solar/balcony-solar-sizing-yield-payback,balcony-solar,balcony-solar-sizing-yield-payback,0,0,0,0,1,shorten seoTitle (1 locales over budget)
1,/balcony-solar/do-you-need-a-battery-balcony-solar,balcony-solar,do-you-need-a-battery-balcony-solar,0,0,0,0,1,shorten seoTitle (1 locales over budget)
1,/balcony-solar/plug-in-balcony-solar-uk-rules,balcony-solar,plug-in-balcony-solar-uk-rules,0,0,0,0,1,shorten seoTitle (1 locales over budget)
1,/local-llms/apple-on-device-ai-vs-local-llms,local-llms,apple-on-device-ai-vs-local-llms,0,0,0,0,1,shorten seoTitle (1 locales over budget)
1,/local-llms/best-ai-coding-assistant-local-llm,local-llms,best-ai-coding-assistant-local-llm,0,0,0,0,1,shorten seoTitle (1 locales over budget)
1,/local-llms/best-amd-gpus-local-llm,local-llms,best-amd-gpus-local-llm,0,0,0,0,1,shorten seoTitle (1 locales over budget)
1,/local-llms/best-budget-gpus-local-llm,local-llms,best-budget-gpus-local-llm,0,0,0,0,1,shorten seoTitle (1 locales over budget)
1,/local-llms/best-gpus-for-local-llms,local-llms,best-gpus-for-local-llms,0,0,0,0,1,shorten seoTitle (1 locales over budget)
1,/local-llms/best-laptops-local-llm,local-llms,best-laptops-local-llm,0,0,0,0,1,shorten seoTitle (1 locales over budget)
1,/local-llms/best-local-llms-2026,local-llms,best-local-llms-2026,0,0,0,0,1,shorten seoTitle (1 locales over budget)
1,/local-llms/best-local-llms-for-coding,local-llms,best-local-llms-for-coding,0,0,0,0,1,shorten seoTitle (1 locales over budget)
1,/local-llms/best-local-reasoning-model-deepseek-r1-2026,local-llms,best-local-reasoning-model-deepseek-r1-2026,0,0,0,0,1,shorten seoTitle (1 locales over budget)
1,/local-llms/best-mini-pcs-local-llm,local-llms,best-mini-pcs-local-llm,0,0,0,0,1,shorten seoTitle (1 locales over budget)
1,/local-llms/best-saudi-arabic-local-llms-allam-2026,local-llms,best-saudi-arabic-local-llms-allam-2026,0,0,0,0,1,shorten seoTitle (1 locales over budget)
1,/local-llms/create-custom-local-models,local-llms,create-custom-local-models,0,0,0,0,1,shorten seoTitle (1 locales over budget)
1,/local-llms/fastest-local-llms-low-end-pcs,local-llms,fastest-local-llms-low-end-pcs,0,0,0,0,1,shorten seoTitle (1 locales over budget)
1,/local-llms/fine-tuning-local-llms-lora,local-llms,fine-tuning-local-llms-lora,0,0,0,0,1,shorten seoTitle (1 locales over budget)
1,/local-llms/gpu-vs-ai-subscription-roi,local-llms,gpu-vs-ai-subscription-roi,0,0,0,0,1,shorten seoTitle (1 locales over budget)
1,/local-llms/gpu-vs-cpu-vs-apple-silicon,local-llms,gpu-vs-cpu-vs-apple-silicon,0,0,0,0,1,shorten seoTitle (1 locales over budget)
1,/local-llms/how-much-unified-memory-for-local-llm,local-llms,how-much-unified-memory-for-local-llm,0,0,0,0,1,shorten seoTitle (1 locales over budget)
1,/local-llms/how-much-vram-local-llm,local-llms,how-much-vram-local-llm,0,0,0,0,1,shorten seoTitle (1 locales over budget)
1,/local-llms/how-to-install-lm-studio,local-llms,how-to-install-lm-studio,0,0,0,0,1,shorten seoTitle (1 locales over budget)
1,/local-llms/how-to-install-ollama,local-llms,how-to-install-ollama,0,0,0,0,1,shorten seoTitle (1 locales over budget)
1,/local-llms/laptop-vs-desktop-local-llm,local-llms,laptop-vs-desktop-local-llm,0,0,0,0,1,shorten seoTitle (1 locales over budget)
1,/local-llms/llamacpp-vs-ollama-vs-vllm,local-llms,llamacpp-vs-ollama-vs-vllm,0,0,0,0,1,shorten seoTitle (1 locales over budget)
1,/local-llms/llm-quantization-explained,local-llms,llm-quantization-explained,0,0,0,0,1,shorten seoTitle (1 locales over budget)
1,/local-llms/lm-studio-advanced-features,local-llms,lm-studio-advanced-features,0,0,0,0,1,shorten seoTitle (1 locales over budget)
1,/local-llms/lm-studio-vs-jan-ai,local-llms,lm-studio-vs-jan-ai,0,0,0,0,1,shorten seoTitle (1 locales over budget)
1,/local-llms/local-ai-agents-langgraph-ollama,local-llms,local-ai-agents-langgraph-ollama,0,0,0,0,1,shorten seoTitle (1 locales over budget)
1,/local-llms/local-llm-developer-stack,local-llms,local-llm-developer-stack,0,0,0,0,1,shorten seoTitle (1 locales over budget)
1,/local-llms/local-llm-hardware-guide-2026,local-llms,local-llm-hardware-guide-2026,0,0,0,0,1,shorten seoTitle (1 locales over budget)
1,/local-llms/local-llm-limitations,local-llms,local-llm-limitations,0,0,0,0,1,shorten seoTitle (1 locales over budget)
1,/local-llms/local-llm-model-updates-2026,local-llms,local-llm-model-updates-2026,0,0,0,0,1,shorten seoTitle (1 locales over budget)
1,/local-llms/local-llm-on-laptop,local-llms,local-llm-on-laptop,0,0,0,0,1,shorten seoTitle (1 locales over budget)
1,/local-llms/local-llm-one-click-installers,local-llms,local-llm-one-click-installers,0,0,0,0,1,shorten seoTitle (1 locales over budget)
1,/local-llms/local-llm-openai-compatible-api,local-llms,local-llm-openai-compatible-api,0,0,0,0,1,shorten seoTitle (1 locales over budget)
1,/local-llms/local-llm-power-consumption,local-llms,local-llm-power-consumption,0,0,0,0,1,shorten seoTitle (1 locales over budget)
1,/local-llms/local-llm-workstation-build,local-llms,local-llm-workstation-build,0,0,0,0,1,shorten seoTitle (1 locales over budget)
1,/local-llms/local-llms-for-coding-workflows,local-llms,local-llms-for-coding-workflows,0,0,0,0,1,shorten seoTitle (1 locales over budget)
1,/local-llms/local-llms-vs-chatgpt-plus,local-llms,local-llms-vs-chatgpt-plus,0,0,0,0,1,shorten seoTitle (1 locales over budget)
1,/local-llms/local-llms-vs-cloud-apis,local-llms,local-llms-vs-cloud-apis,0,0,0,0,1,shorten seoTitle (1 locales over budget)
1,/local-llms/local-llms-with-vscode-cursor,local-llms,local-llms-with-vscode-cursor,0,0,0,0,1,shorten seoTitle (1 locales over budget)
1,/local-llms/long-context-local-llms,local-llms,long-context-local-llms,0,0,0,0,1,shorten seoTitle (1 locales over budget)
1,/local-llms/m5-pro-max-llm-benchmarks-2026,local-llms,m5-pro-max-llm-benchmarks-2026,0,0,0,0,1,shorten seoTitle (1 locales over budget)
1,/local-llms/mac-vs-windows-vs-linux-local-llm,local-llms,mac-vs-windows-vs-linux-local-llm,0,0,0,0,1,shorten seoTitle (1 locales over budget)
1,/local-llms/mobile-local-llms,local-llms,mobile-local-llms,0,0,0,0,1,shorten seoTitle (1 locales over budget)
1,/local-llms/mram-in-memory-computing-local-ai-2026,local-llms,mram-in-memory-computing-local-ai-2026,0,0,0,0,1,shorten seoTitle (1 locales over budget)
1,/local-llms/multi-gpu-local-llms,local-llms,multi-gpu-local-llms,0,0,0,0,1,shorten seoTitle (1 locales over budget)
1,/local-llms/ollama-vs-lm-studio,local-llms,ollama-vs-lm-studio,0,0,0,0,1,shorten seoTitle (1 locales over budget)
1,/local-llms/open-webui-vs-sillytavern,local-llms,open-webui-vs-sillytavern,0,0,0,0,1,shorten seoTitle (1 locales over budget)
1,/local-llms/private-local-llm-sensitive-data,local-llms,private-local-llm-sensitive-data,0,0,0,0,1,shorten seoTitle (1 locales over budget)
1,/local-llms/quantization-levels-comparison,local-llms,quantization-levels-comparison,0,0,0,0,1,shorten seoTitle (1 locales over budget)
1,/local-llms/qwen-vs-llama-vs-mistral,local-llms,qwen-vs-llama-vs-mistral,0,0,0,0,1,shorten seoTitle (1 locales over budget)
1,/local-llms/rtx-5090-vs-rtx-4090-local-llm,local-llms,rtx-5090-vs-rtx-4090-local-llm,0,0,0,0,1,shorten seoTitle (1 locales over budget)
1,/local-llms/run-qwen-vl-locally-2026,local-llms,run-qwen-vl-locally-2026,0,0,0,0,1,shorten seoTitle (1 locales over budget)
1,/local-llms/text-generation-webui-vs-vllm-vs-llamacpp,local-llms,text-generation-webui-vs-vllm-vs-llamacpp,0,0,0,0,1,shorten seoTitle (1 locales over budget)
1,/local-llms/used-gpus-for-local-llms,local-llms,used-gpus-for-local-llms,0,0,0,0,1,shorten seoTitle (1 locales over budget)
1,/power-local-llm/best-local-llm-apps-iphone-2026,power-local-llm,best-local-llm-apps-iphone-2026,0,0,0,0,1,shorten seoTitle (1 locales over budget)
1,/power-local-llm/best-monitors-ai-development-2026,power-local-llm,best-monitors-ai-development-2026,0,0,0,0,1,shorten seoTitle (1 locales over budget)
1,/power-local-llm/best-web-hosting-japan-2026,power-local-llm,best-web-hosting-japan-2026,0,0,0,0,1,shorten seoTitle (1 locales over budget)
1,/power-local-llm/best-web-hosting-korea-2026,power-local-llm,best-web-hosting-korea-2026,0,0,0,0,1,shorten seoTitle (1 locales over budget)
1,/power-local-llm/local-ai-workstation-build-guide-2026,power-local-llm,local-ai-workstation-build-guide-2026,0,0,0,0,1,shorten seoTitle (1 locales over budget)
1,/power-local-llm/local-llm-screenwriting-and-novel-drafting,power-local-llm,local-llm-screenwriting-and-novel-drafting,0,0,0,0,1,shorten seoTitle (1 locales over budget)
1,/power-local-llm/local-llm-with-obsidian-2026,power-local-llm,local-llm-with-obsidian-2026,0,0,0,0,1,shorten seoTitle (1 locales over budget)
1,/power-local-llm/melhor-hospedagem-site-brasil-2026,power-local-llm,melhor-hospedagem-site-brasil-2026,0,0,0,0,1,shorten seoTitle (1 locales over budget)
1,/power-local-llm/voice-assistant-local-mobile-offline,power-local-llm,voice-assistant-local-mobile-offline,0,0,0,0,1,shorten seoTitle (1 locales over budget)
1,/prompt-bites/best-pii-redaction-tool-local-llm,prompt-bites,best-pii-redaction-tool-local-llm,0,0,0,0,1,shorten seoTitle (1 locales over budget)
1,/prompt-bites/hybrid-local-cloud-llm-strategy,prompt-bites,hybrid-local-cloud-llm-strategy,0,0,0,0,1,shorten seoTitle (1 locales over budget)
1,/prompt-bites/local-ai-trend-2027-ai-nas-home-server,prompt-bites,local-ai-trend-2027-ai-nas-home-server,0,0,0,0,1,shorten seoTitle (1 locales over budget)
1,/smart-home/best-hardware-for-local-smart-home,smart-home,best-hardware-for-local-smart-home,0,0,0,0,1,shorten seoTitle (1 locales over budget)
1,/smart-home/eu-data-act-smart-home-2027,smart-home,eu-data-act-smart-home-2027,0,0,0,0,1,shorten seoTitle (1 locales over budget)
1,/smart-home/local-llm-smart-home-complete-guide,smart-home,local-llm-smart-home-complete-guide,0,0,0,0,1,shorten seoTitle (1 locales over budget)
1,/smart-home/local-smart-home-complete-guide,smart-home,local-smart-home-complete-guide,0,0,0,0,1,shorten seoTitle (1 locales over budget)
1,/smart-home/local-voice-assistant-smart-home,smart-home,local-voice-assistant-smart-home,0,0,0,0,1,shorten seoTitle (1 locales over budget)
1,/smart-home/local-vs-cloud-voice-assistant,smart-home,local-vs-cloud-voice-assistant,0,0,0,0,1,shorten seoTitle (1 locales over budget)
1,/smart-home/matter-local-control-guide,smart-home,matter-local-control-guide,0,0,0,0,1,shorten seoTitle (1 locales over budget)
1,/smart-home/smart-home-without-subscriptions,smart-home,smart-home-without-subscriptions,0,0,0,0,1,shorten seoTitle (1 locales over budget)
1,/smart-home/thread-14-wifi-7-routers-guide,smart-home,thread-14-wifi-7-routers-guide,0,0,0,0,1,shorten seoTitle (1 locales over budget)
